essay_id_comp,gender,holistic_essay_score,y_pred_tfidf,y_pred_bert,y_pred_chatgpt_zeroshot,y_pred_chatgpt_fewshot
DAC75ADFA9BA,M,3,,,,
C0F35DC1B0FA,M,2,,,,
532A84DE754F,M,2,,,,
DC8BB4B61BF4,M,2,,,,
7C9AA3346458,M,2,2.6306141536135423,2.3261719,2.0,
6CD8A2E7BAA7,F,3,,,,
F0F0CD67E436,M,2,1.6025024973009,1.6855469,2.0,
2B7C977B8420,M,3,,,,
E49CCE901992,F,2,,,,
211C17AD0F75,M,2,,,,
8F4907E2D511,M,4,,,,
C3AA351A4AAA,F,3,,,,
CC02E6A858C4,M,2,,,,
E9CB228E1C20,M,1,,,,
A24EFA2DE8DC,M,1,,,,
36163885D0FE,M,3,,,,
A8513C4F5E3E,F,4,,,,
A2D7EC33D721,M,3,,,,
03FCE3C04ADF,M,4,3.988640880141022,3.6484375,4.0,
DDA2A181F486,M,3,,,,
568DCF501B1C,F,3,,,,
CF356E2F3949,M,2,,,,
2D1714712949,F,4,,,,
5E9B17A298AB,F,3,,,,
ADFF10967768,M,4,4.032981884972488,4.640625,3.0,
EB10F93974CA,F,1,,,,
0E8E64439570,F,3,2.6641135237416083,2.8398438,3.0,
218B73B47223,F,2,,,,
1C1421319DE8,F,3,,,,
FEFB6689114B,F,2,,,,
DB5D3F4DE5E1,M,3,,,,
D767FBF3A0F9,F,4,,,,
5C2EF956CE1C,M,3,,,,
419F236B8A3D,F,4,,,,
6E247490B0F8,F,2,,,,
29FD4916D56F,F,3,,,,
60FDF7C8CAB9,F,4,,,,
8680C6BF29A2,F,3,,,,
20D57DEC3EF5,M,1,2.1988386050086683,1.8251953,2.0,
B3C454E2E3E0,F,3,3.1892519372522075,2.6308594,3.0,
A319351F1036,F,1,,,,
6CCD1AE680E2,M,2,2.257417608306357,2.046875,3.0,
B90C3ED7033F,F,3,,,,
0CF887F10084,M,2,,,,
EC66B3B9F1E6,M,2,,,,
1B4BA44BD3E9,M,1,1.8214741109057355,1.5341797,2.0,
D58068F370E5,F,3,,,,
D04519D6BDE0,M,5,,,,
3CC65340BAE7,M,3,,,,
FE1DEACABE37,F,3,,,,
BAAC43CEFCEE,F,5,,,,
284D36011581,M,4,,,,
B8CC1DAB4D12,F,1,,,,
AFD739EDDEA9,F,1,,,,
02F012AAD5CB,F,3,2.935415110404184,3.0722656,3.0,
D132F97DF203,M,2,,,,
81A4938D3986,M,1,,,,
2CF5EC4E36F2,M,1,,,,
885BB9CEB593,F,5,,,,
4483D41956AE,M,2,,,,
922D3C44BE46,M,1,,,,
534DE5A8BCC7,M,2,,,,
1499841F4EB8,F,3,3.694522187225708,3.4335938,3.0,
6A2FCEB4F2D1,M,3,,,,
39E92B8A058B,F,5,,,,
1D3FEF6AE5AA,F,3,,,,
F8E8D961E2D4,F,3,,,,
AE6E407DC359,M,1,,,,
43E8315FA921,M,2,2.2721591248432143,2.2246094,2.0,
1A30D1140E7D,M,1,,,,
86F96EB7564A,F,3,,,,
EA2BAEFCE4F2,M,2,2.703304920258776,1.9765625,3.0,
7992F4E1E3D3,F,2,,,,
CDF96B542327,M,2,,,,
B0FD1E688820,M,1,1.7855492220433875,1.0566406,3.0,
821972DE4E6C,M,3,,,,
2BE74BE251FE,M,2,,,,
440E6F5DC224,M,2,,,,
14530D9A69DF,M,2,,,,
DB58FD0171CD,M,2,,,,
37E92AE1EE00,F,3,,,,
0DEDD9E3222F,F,3,,,,
F3E8A109AE05,M,3,3.484010904437981,3.546875,3.0,
34F995479008,F,4,,,,
01369FEDAA47,F,2,,,,
B6454A24548F,F,4,,,,
938A4DD2D6DF,M,2,,,,
25C32F08C197,M,6,,,,
3694F79AE813,F,3,,,,
4BDFA2752BDF,M,2,,,,
9783AB914D3A,M,2,,,,
1541D4F15A1B,M,3,,,,
021663FD2F2E,M,2,,,,
8545B456466D,M,2,,,,
8385842C4E7D,M,2,,,,
F517729144AE,F,3,,,,
E6F8E5374615,M,3,,,,
9F18A068B991,M,2,,,,
B44F645BFD65,M,5,,,,
D3743A053512,M,4,,,,
F670DB98FBB2,F,3,,,,
06E5ACD7F079,M,4,4.297067101476296,3.6542969,4.0,
680F4627E125,F,3,,,,
56ECA100D97A,F,2,,,,
D7DF114BB271,M,4,3.4249474223468512,3.3730469,2.0,
FF7E2F5C21CC,F,4,,,,
095B143FF7B5,F,5,,,,
5DA51172F93D,F,4,4.320388579060207,4.2695312,4.0,
0ACB0E08934E,M,3,1.688755899813563,2.7109375,3.0,
0BD5B3393A28,M,2,,,,
4CFC9FAB45B8,M,3,3.1215536979134786,3.8066406,3.0,
477F24CDDE0B,F,4,4.400865608607976,4.7304688,3.0,
2D8FFE4EDE76,M,2,,,,
4BBC2E84ED08,F,3,,,,
812E55865DD4,F,3,,,,
6786EE6112A7,F,4,,,,
B095598DEE04,F,6,,,,
B3FE48815543,F,6,5.624537155298469,4.6875,4.0,5.0
822E82F52977,M,3,,,,
5BE3DAAEE631,M,2,,,,
5503B0FB1886,F,2,,,,
5806F59FB3C4,M,3,,,,
A5843F6B15B8,M,3,,,,
7CF49F831E85,M,1,,,,
435BB43F5D06,F,2,,,,
F7396D2A25A0,F,4,,,,
30B081100C0E,M,2,,,,
46F1DBF7F567,M,3,,,,
B3991E1D4202,F,4,,,,
C2F55629FA77,F,2,,,,
E55AEC795109,M,2,1.8356118134190105,2.3398438,2.0,
301C472189C7,M,4,,,,
2AB363264AE0,F,2,2.338445763856796,2.2773438,2.0,
4B4C70FDFC25,M,3,,,,
